"Isaac ha-Kohen the butcher, daughters of","Yiṣḥaq ha-Kohen the butcher, daughters of",
Isaac ha-Kohen the cantor b. Judah al-Dimašqī,Yiṣḥaq ha-Kohen the cantor b. Yehuda al-Dimashqī,
Isaac ha-Levi,Yiṣḥaq ha-Levi,
Isaac ha-Levi (known as Sayyid al-Kull b. […]),Yiṣḥaq ha-Levi (known as Sayyid al-Kull b. […]),
Isaac ha-Levi b. Muʿattab,Yiṣḥaq ha-Levi b. Muʿattab,
Isaac ha-Levi b. Simḥa al-ʿAsāb,Yiṣḥaq ha-Levi b. Simḥa al-ʿAsāb,
Isaac ha-Sar (known as ʿAmīd al-Dawla) b. Joseph he-Ḥaver,Yiṣḥaq ha-Sar (known as ʿAmīd al-Dawla) b. Yosef he-Ḥaver,
Isaac he-Ḥaver,Yiṣḥaq he-Ḥaver,
Isaac Horošban (הורושבן),Yiṣḥaq Horoshban (הורושבן),
Isaac Ibn Qayyūma,Yiṣḥaq Ibn Qayyūma,
Isaac Ibn ʿAyn al-Zaman,Yiṣḥaq Ibn ʿAyn al-Zaman,
Isaac ibn ʿImrān,Yiṣḥaq ibn ʿImrān,
Isaac Israeli,Yiṣḥaq Yisraʾeli,
Isaac Kahana the cantor,Yiṣḥaq Kahana the cantor,
Isaac Kanazi,Yiṣḥaq Kanazi,
Isaac Luria,Yiṣḥaq Luria,
Isaac Mināwī,Yiṣḥaq Mināwī,
Isaac Mizraḥi,Yiṣḥaq Mizraḥi,
Isaac Reuben b. Jacob.,Yiṣḥaq Reʾuven b. Yaʿaqov.,
Isaac Sāhayl,Yiṣḥaq Sāhayl,
Isaac Šanji (שאנגו),Yiṣḥaq shanji (שאנגו),
Isaac Sayyid al-Kull,Yiṣḥaq Sayyid al-Kull,
Isaac Šunina,Yiṣḥaq shunina,
Isaac the cantor,Yiṣḥaq the cantor,
"Isaac the cantor b. Baruḵ, wife of","Yiṣḥaq the cantor b. Barukh, wife of",
Isaac the doctor,Yiṣḥaq the doctor,
Isaac the doctor b. Yom […],Yiṣḥaq the doctor b. Yom […],
Isaac the elder,Yiṣḥaq the elder,
Isaac the Ḥaver,Yiṣḥaq the Ḥaver,
Isaac the judge,Yiṣḥaq the judge,
Isaac the judge b. Samuel he-Ḥasid,Yiṣḥaq the judge b. Shemuʾel he-Ḥasid,
Isaac the student,Yiṣḥaq the student,
Isaac the teacher,Yiṣḥaq the teacher,
"Isaac, Ḥemdat of the Yešiva","Yiṣḥaq, Ḥemdat of the Yeshiva",
"Isaac, wife of","Yiṣḥaq, wife of",
Isaav ha-Rav,Isaav ha-Rav,Probably a typo for Isaac (--> Yiṣḥaq)
Isaiah,Yeshaʿyahu,Isaiah --> Yeshaʿyahu
Isaiah al-Fāsī,Yeshaʿyahu al-Fāsī,
Isaiah Aniz (ישעייה עאניז),Yeshaʿyahu Aniz (ישעייה עאניז),
Isaiah b. [...]ḥya,Yeshaʿyahu b. [...]ḥya,
Isaiah b. Elʿazar שמאע,Yeshaʿyahu b. Elʿazar שמאע,
Isaiah b. Hillel,Yeshaʿyahu b. Hillel,
Isaiah b. Isaac,Yeshaʿyahu b. Yiṣḥaq,
Isaiah b. Joseph,Yeshaʿyahu b. Yosef,
Isaiah b. Manasseh,Yeshaʿyahu b. Menashshe,
Isaiah b. Nissim,Yeshaʿyahu b. Nissim,
Isaiah b. Oraḥ,Yeshaʿyahu b. Oraḥ,
Isaiah b. Ṣedaqa ha-Levi,Yeshaʿyahu b. Ṣedaqa ha-Levi,
Isaiah ha-Kohen b. Maṣliaḥ,Yeshaʿyahu ha-Kohen b. Maṣliaḥ,
Isaiah ha-Levi,Yeshaʿyahu ha-Levi,
Isaiah ha-Levi b. Mišael,Yeshaʿyahu ha-Levi b. Mishael,
Isaiah ha-Sar,Yeshaʿyahu ha-Sar,
Isḥāq,Isḥāq,
Isḥāq al-Baṣrī,Isḥāq al-Baṣrī,
Isḥāq Al-Yahūdī,Isḥāq Al-Yahūdī,
Isḥāq b. Barhūn Taherti,Isḥāq b. Barhūn Taherti,
Iṣḥaq b. Dimašqiyya,Iṣḥaq b. Dimashqiyya,
Isḥāq b. Ḵalaf,Isḥāq b. khalaf,
Isḥaq b. Sahl b. Bišr b. Nāḥūm,Isḥaq b. Sahl b. Bishr b. Nāḥūm,
Isḥāq b. Šaʾul,Isḥāq b. shaʾul,
Isḥāq b. Saʿīd,Isḥāq b. Saʿīd,
Ismāʾīl,Ismāʾīl,Should be Ismāʿīl
Ismaʿīl,Ismaʿīl,
Ismāʿīl,Ismāʿīl,
Ismaʿīl al-Andalūsī,Ismaʿīl al-Andalūsī,
Ismaʿīl al-Ṭulaṭuli,Ismaʿīl al-Ṭulaṭuli,
Ismaʿīl b. [...],Ismaʿīl b. [...],
Ismaʿīl b. Abraham al-Andalūsī,Ismaʿīl b. Avraham al-Andalūsī,
Ismaʿīl b. al-Qāsim,Ismaʿīl b. al-Qāsim,
Ismaʿīl b. Barhūn,Ismaʿīl b. Barhūn,
Ismaʿīl b. Faraḥ,Ismaʿīl b. Faraḥ,
Ismaʿīl b. Faraḥ al-Qābiṣī,Ismaʿīl b. Faraḥ al-Qābiṣī,
Ismaʿīl b. Ibrahim (?) al-Tunīsī,Ismaʿīl b. Ibrahim (?) al-Tunīsī,
Ismaʿīl b. Isaac ha-Andalūsī,Ismaʿīl b. Yiṣḥaq ha-Andalūsī,
Ismaʿīl b. Ḵal[af],Ismaʿīl b. khal[af],
Ismaʿīl b. Mūsā,Ismaʿīl b. Mūsā,
Ismaʿīl b. Ṭalyūn,Ismaʿīl b. Ṭalyūn,
Ismaʿīl b. Yefet,Ismaʿīl b. Yefet,
Ismaʿīl b. ʿAbd al-Salām Ibn al-Musabbiḥ,Ismaʿīl b. ʿAbd al-Salām Ibn al-Musabbiḥ,
Ismāʿīl ha-Levi b. Ṣemaḥ ha-Levi,Ismāʿīl ha-Levi b. Ṣemaḥ ha-Levi,
Ismaʿīl ʿAzāzī,Ismaʿīl ʿAzāzī,
"Ismaʿīl, nephew of Maḵlūf b. Ismaʿīl","Ismaʿīl, nephew of Makhlūf b. Ismaʿīl",
Israel,Yisraʾel,
Israel b. [...],Yisraʾel b. [...],
Israel b. Daniel,Yisraʾel b. Dani’el,
Israel b. Joseph Janūnī,Yisraʾel b. Yosef Janūnī,
Israel b. Nathan,Yisraʾel b. Natan,
Israel b. Samuel b. Ḥofni,Yisraʾel b. Shemuʾel b. Ḥofni,
Israel b. Samuel b. Ḥofni (Gaʾon),Yisraʾel b. Shemuʾel b. Ḥofni (Gaʾon),
Israel b. Solomon,Yisraʾel b. Shelomo,
Itwakkilī bat Abraham,Itwakkilī bat Avraham,
"Jabārah b. Muḵtār, the Muslim pirate","Jabārah b. Mukhtār, the Muslim pirate",
Jabārah ibn Muḵtār (pirate),Jabārah ibn Mukhtār (pirate),
Jābir b. Azhar,Jābir b. Azhar,
"Jābir b. Nāṣir (miller), Sitt al-Dawla (wife of the Amir)","Jābir b. Nāṣir (miller), Sitt al-Dawla (wife of the Amir)",
Jābir b. ʿAbdallah,Jābir b. ʿAbdallah,
Jacob,Yaʿaqov,
Jacob (son of the cheese-maker),Yaʿaqov (son of the cheese-maker),
Jacob [...],Yaʿaqov [...],
Jacob Abū l-Maʿālī b. Joseph (known as Ibn Kujik),Yaʿaqov Abū l-Maʿālī b. Yosef (known as Ibn Kujik),
Jacob Abzardil,Yaʿaqov Abzardil,
Jacob al-Andalūsī,Yaʿaqov al-Andalūsī,
Jacob al-Ḥarīrī,Yaʿaqov al-Ḥarīrī,
Jacob al-Lebdī the elder,Yaʿaqov al-Lebdī the elder,
Jacob al-Maḡrebī,Yaʿaqov al-Maghrebī,
Jacob al-Rūmī,Yaʿaqov al-Rūmī,
Jacob al-Tilimseni,Yaʿaqov al-Tilimseni,
Jacob Ashkenazi,Yaʿaqov Ashkenazi,
Jacob b. […],Yaʿaqov b. […],
Jacob b. Aaron,Yaʿaqov b. Aharon,
Jacob b. Aaron ha-Kohen,Yaʿaqov b. Aharon ha-Kohen,
Jacob b. Abraham,Yaʿaqov b. Avraham,
Jacob b. Abraham (guardian of Ibn al-Ṭazīz b. Abū ʿAlī al-Ṣāʾ'iḡ),Yaʿaqov b. Avraham (guardian of Ibn al-Ṭazīz b. Abū ʿAlī al-Ṣāʾ'igh),
Jacob b. Abraham al-Qābiṣī,Yaʿaqov b. Avraham al-Qābiṣī,
Jacob b. Abraham b. ʿAllān,Yaʿaqov b. Avraham b. ʿAllān,
Jacob b. al-Faraj al-Muḡāzilī,Yaʿaqov b. al-Faraj al-Mughāzilī,
Jacob b. David,Yaʿaqov b. David,
Jacob b. David al-Šulḥanī,Yaʿaqov b. David al-shulḥanī,
Jacob b. David he-Ḥasid,Yaʿaqov b. David he-Ḥasid,
Jacob b. Dāʾūd,Yaʿaqov b. Dāʾūd,
Jacob b. Elijah ha-ḥaver,Yaʿaqov b. Eliyyahu ha-ḥaver,
Jacob b. Elʿazar,Yaʿaqov b. Elʿazar,
Jacob b. Ezra,Yaʿaqov b. ʿEzra,
Jacob b. Faḍlān,Yaʿaqov b. Faḍlān,
Jacob b. Faraj Būṣīrī,Yaʿaqov b. Faraj Būṣīrī,
Jacob b. Ḥanukka,Yaʿaqov b. Ḥanukka,
Jacob b. Isaac,Yaʿaqov b. Yiṣḥaq,
"Jacob b. Isaac, husband of Qurra bat Solomon b. Yefet","Yaʿaqov b. Yiṣḥaq, husband of Qurra bat Shelomo b. Yefet",
Jacob b. Isaiah,Yaʿaqov b. Yeshaʿyahu,
Jacob b. Joseph,Yaʿaqov b. Yosef,
Jacob b. Joseph the Babylonian,Yaʿaqov b. Yosef the Babylonian,
Jacob b. Judah Burayh,Yaʿaqov b. Yehuda Burayh,
Jacob b. Kalomiṭi,Yaʿaqov b. Kalomiṭi,
Jacob b. Ḵalūf,Yaʿaqov b. khalūf,
Jacob b. Ḵayrān,Yaʿaqov b. khayrān,
Jacob b. Maymūn,Yaʿaqov b. Maymūn,
Jacob b. Mevasser,Yaʿaqov b. Mevasser,
Jacob b. Mevasser (Parnas),Yaʿaqov b. Mevasser (Parnas),
Jacob b. Mevoraḵ,Yaʿaqov b. Mevorakh,
Jacob b. Moses,Yaʿaqov b. Moshe,
Jacob b. Moses he-Ḥaver,Yaʿaqov b. Moshe he-Ḥaver,
Jacob b. Nathan,Yaʿaqov b. Natan,
Jacob b. Nathan (Ibn Misbāḥ),Yaʿaqov b. Natan (Ibn Misbāḥ),
Jacob b. Raḥamim al-Miṣrātī,Yaʿaqov b. Raḥamim al-Miṣrātī,
Jacob b. Sahlān,Yaʿaqov b. Sahlān,
Jacob b. Salmān al-Ḥarīrī,Yaʿaqov b. Salmān al-Ḥarīrī,
Jacob b. Šalom,Yaʿaqov b. shalom,
Jacob b. Šamšūrī,Yaʿaqov b. shamshūrī,
Jacob b. Samuel,Yaʿaqov b. Shemuʾel,
Jacob b. Samuel (Ḥaver in the great Sanhedrin),Yaʿaqov b. Shemuʾel (Ḥaver in the great Sanhedrin),
Jacob b. Saʿda,Yaʿaqov b. Saʿda,
Jacob b. Ṣedaqa,Yaʿaqov b. Ṣedaqa,
Jacob b. Simḥa,Yaʿaqov b. Simḥa,
Jacob b. Solomon,Yaʿaqov b. Shelomo,
Jacob b. Šomer,Yaʿaqov b. shomer,
Jacob b. Yaḥyā,Yaʿaqov b. Yaḥyā,
Jacob b. Yešuʿa.,Yaʿaqov b. Yeshuʿa.,
Jacob b. Zamiro,Yaʿaqov b. Zamiro,
Jacob b. ʿAmram,Yaʿaqov b. ʿAmram,
Jacob b. ʿAmram (Nagid),Yaʿaqov b. ʿAmram (Nagid),
Jacob b. ʿAmran,Yaʿaqov b. ʿAmran,
Jacob b. ʿAyyāš,Yaʿaqov b. ʿAyyāsh,
Jacob b. ʿEli,Yaʿaqov b. ʿEli,
Jacob Bayys Porṭos,Yaʿaqov Bayys Porṭos,
Jacob Bonsenior (בונשיניור),Yaʿaqov Bonsenior (בונשיניור),
Jacob Castro (קשטרו),Yaʿaqov Castro (קשטרו),
Jacob Castro he-Ḥaḵam,Yaʿaqov Castro he-Ḥakham,
Jacob Espadil,Yaʿaqov Espadil,
Jacob Galican,Yaʿaqov Galican,
Jacob Granāṭī,Yaʿaqov Granāṭī,
Jacob ha-Kohen,Yaʿaqov ha-Kohen,
Jacob ha-Kohen b. Joseph,Yaʿaqov ha-Kohen b. Yosef,
Jacob ha-Kohen b. Judah b. Baruḵ,Yaʿaqov ha-Kohen b. Yehuda b. Barukh,
Jacob ha-Kohen b. Moses,Yaʿaqov ha-Kohen b. Moshe,
Jacob ha-Kohen b. Mubḥar,Yaʿaqov ha-Kohen b. Mubḥar,
Jacob ha-Kohen b. Naaman,Yaʿaqov ha-Kohen b. Naaman,
Jacob ha-Kohen b. Obadiah ha-Kohen,Yaʿaqov ha-Kohen b. Ovadya ha-Kohen,
Jacob ha-Kohen b. Yešuʿa ha-Kohen,Yaʿaqov ha-Kohen b. Yeshuʿa ha-Kohen,
Jacob ha-Levi (known as ʿAkubas),Yaʿaqov ha-Levi (known as ʿAkubas),
Jacob ha-Levi b. Rahamim,Yaʿaqov ha-Levi b. Rahamim,
Jacob ha-Levi b. Šilo,Yaʿaqov ha-Levi b. shilo,
Jacob ha-Nasi b. Moses,Yaʿaqov ha-Nasi b. Moshe,
Jacob ha-Sar,Yaʿaqov ha-Sar,
Jacob ha-Talmid,Yaʿaqov ha-Talmid,
Jacob Hami,Yaʿaqov Hami,
Jacob Ḥanan b. Joseph Ḥanan,Yaʿaqov Ḥanan b. Yosef Ḥanan,
Jacob Ḥazzan,Yaʿaqov Ḥazzan,
Jacob he-Ḥasid,Yaʿaqov he-Ḥasid,
Jacob he-Ḥaver,Yaʿaqov he-Ḥaver,
Jacob he-Ḥaver b. Isaac Av Bet Din,Yaʿaqov he-Ḥaver b. Yiṣḥaq Av Bet Din,
Jacob he-Ḥaver b. Job,Yaʿaqov he-Ḥaver b. Iyyov,
Jacob he-Ḥaver b. Joseph,Yaʿaqov he-Ḥaver b. Yosef,
Jacob he-Ḥaver b. Joseph Bet Din,Yaʿaqov he-Ḥaver b. Yosef Bet Din,
Jacob Ibn al-Danwār,Yaʿaqov Ibn al-Danwār,
"Jacob II b. Nissim I, son of","Yaʿaqov II b. Nissim I, son of",
Jacob Joseph,Yaʿaqov Yosef,
Jacob Kohen b. Ḵalfūn,Yaʿaqov Kohen b. khalfūn,
Jacob M[...],Yaʿaqov M[...],
Jacob Tabūlī,Yaʿaqov Tabūlī,
Jacob Ṭayyib,Yaʿaqov Ṭayyib,
Jacob the dyer,Yaʿaqov the dyer,
Jacob the elder,Yaʿaqov the elder,
Jacob the judge,Yaʿaqov the judge,
Jacob the Nagid b. Amram,Yaʿaqov the Nagid b. ʿAmram,
Jacob Villarreal,Yaʿaqov Villarreal,
Jacob מטראטיל,Yaʿaqov מטראטיל,
Jacob שנשו,Yaʿaqov שנשו,
Jaḥūn (female slave),Jaḥūn (female slave),
Jalāl al-Dawla,Jalāl al-Dawla,
Jalāl al-Mulk Tāj al-Aḥkam (Abū l-Ḥajjāj Yūsuf b. Ayyūb al-Maḡribī),Jalāl al-Mulk Tāj al-Aḥkam (Abū l-Ḥajjāj Yūsuf b. Ayyūb al-Maghribī),
Jalāl al-Mulk the elder,Jalāl al-Mulk the elder,
Jalīla bat Manasseh,Jalīla bat Menashshe,
Jamāl al-Din,Jamāl al-Din,
Jamāl al-Dīn,Jamāl al-Dīn,
Jamīla,Jamīla,
Jamīla bat Jacob,Jamīla bat Yaʿaqov,
Jamīla bat Ṣadaqa,Jamīla bat Ṣadaqa,
"Jamīla, mother of Abraham and Elijah Levi","Jamīla, mother of Avraham and Eliyyahu Levi",
Jamīʿ bint Barakāt,Jamīʿ bint Barakāt,
Jawād,Jawād,
Jawhara bat Salma (widow),Jawhara bat Salma (widow),
Jawwāb b. Naṣr al-Salūlī,Jawwāb b. Naṣr al-Salūlī,
Jazāla,Jazāla,
Jaʿfar,Jaʿfar,
Jaʿfar b. Hilāl,Jaʿfar b. Hilāl,
Jesse b. Hezekiah ha-Nasi,Yishay b. Ḥizqiyyahu ha-Nasi,Jesse --> Yishay; Hezekiah --> Ḥizqiyyahu
Job,Iyyov,
Job b. Mūsā,Iyyov b. Mūsā,
Job ibn Safīq,Iyyov ibn Safīq,
Joel,Yoʾel,Joel --> Yoʾel (except as biblical book)
Joel Levi b. Šela,Yoʾel Levi b. shela,
Jonah,Yona,Jonah --> Yona (except as biblical book)
Jonah b. Janāḥ,Yona b. Janāḥ,
Jonah Gerondi,Yona Gerondi,
Jonah Maḡrebī,Yona Maghrebī,
Jonathan,Yonatan,Jonathan --> Yonatan 
Jonathan ha-Nagid,Yonatan ha-Nagid,
Joseph,Yosef,
Joseph ‘Head of the Row’,Yosef ‘Head of the Row’,
Joseph (Av Bet Din),Yosef (Av Bet Din),
Joseph (brother of Abraham he-Ḥasid ha-Sar),Yosef (brother of Avraham he-Ḥasid ha-Sar),
Joseph (doctor),Yosef (doctor),
Joseph (from Maḥalla),Yosef (from Maḥalla),
Joseph (known as Ibn al-Ḵāzin),Yosef (known as Ibn al-khāzin),
Joseph (Nagid),Yosef (Nagid),
Joseph (Parnas),Yosef (Parnas),
Joseph (son-in-law of Ephraim b. Šemarya),Yosef (son-in-law of Efrayim b. shemarya),
Joseph (teacher),Yosef (teacher),
Joseph [...] b. Elʿazar,Yosef [...] b. Elʿazar,
Joseph Abū Jacob,Yosef Abū Yaʿaqov,
Joseph Abū l[...],Yosef Abū l[...],
Joseph al-Baḡdādī,Yosef al-Baghdādī,
Joseph al-Baghdādī,Yosef al-Baghdādī,
Joseph al-Faranjī,Yosef al-Faranjī,
Joseph al-Kohen (apothecary),Yosef al-Kohen (apothecary),
Joseph al-Kohen the elder,Yosef al-Kohen the elder,
"Joseph al-Mašṭūba, son of","Yosef al-Mashṭūba, son of",
Joseph al-Salmōnī,Yosef al-Salmōnī,
Joseph al-Sijilmāsī,Yosef al-Sijilmāsī,
Joseph al-Siqillī,Yosef al-Siqillī,
Joseph al-Talmid,Yosef al-Talmid,
Joseph Ardia,Yosef Ardia,
Joseph Aškenazi,Yosef Ashkenazi,
Joseph b [...],Yosef b [...],
Joseph b. [...],Yosef b. [...],
Joseph b. [...] b. Ephraim,Yosef b. [...] b. Efrayim,
Joseph b. [...] b. Qasqās,Yosef b. [...] b. Qasqās,
Joseph b. [...] the cantor,Yosef b. [...] the cantor,
Joseph b. Aaron,Yosef b. Aharon,
Joseph b. Aaron the cantor,Yosef b. Aharon the cantor,
Joseph b. Abraham,Yosef b. Avraham,
Joseph b. Abraham (the Iraqi),Yosef b. Avraham (the Iraqi),
Joseph b. Abraham al-Iskandarānī,Yosef b. Avraham al-Iskandarānī,
Joseph b. Abraham b. Saul,Yosef b. Avraham b. Shaʾul,
Joseph b. Abraham ha-Kohen,Yosef b. Avraham ha-Kohen,
Joseph b. Abraham ha-Levi,Yosef b. Avraham ha-Levi,
Joseph b. Abraham Ibn al-Fāfā,Yosef b. Avraham Ibn al-Fāfā,
Joseph b. Abū l-Faraj,Yosef b. Abū l-Faraj,
Joseph b. Abū l-Karīm,Yosef b. Abū l-Karīm,
Joseph b. Abū ʿImrān,Yosef b. Abū ʿImrān,
Joseph b. Alloni,Yosef b. Alloni,
Joseph b. Asad al-Ṭibrānī,Yosef b. Asad al-Ṭibrānī,
Joseph b. Ayyūb ha-Levi,Yosef b. Ayyūb ha-Levi,
Joseph b. Azhar,Yosef b. Azhar,
Joseph b. Bahlūl,Yosef b. Bahlūl,
Joseph b. Benjamin,Yosef b. Binyamin,
Joseph b. Benjamin (banker),Yosef b. Binyamin (banker),
Joseph b. Beraḵya,Yosef b. Berakhya,
Joseph b. Bereḵya,Yosef b. Berekhya,
Joseph b. David,Yosef b. David,
Joseph b. David b. Isaiah,Yosef b. David b. Yeshaʿyahu,
Joseph b. David b. Šaʿyā,Yosef b. David b. shaʿyā,
Joseph b. David Lebdi,Yosef b. David Lebdi,
Joseph b. Daʾūd,Yosef b. Daʾūd,
Joseph b. Dunaš,Yosef b. Dunash,
Joseph b. Elʿazar,Yosef b. Elʿazar,
Joseph b. Elʿazar Ibn ha-Šofet,Yosef b. Elʿazar Ibn ha-shofet,
Joseph b. Elʿazar the teacher,Yosef b. Elʿazar the teacher,
Joseph b. Ephraim,Yosef b. Efrayim,
Joseph b. Ezra,Yosef b. ʿEzra,
Joseph b. Faraḥ,Yosef b. Faraḥ,
Joseph b. Farraḥ,Yosef b. Farraḥ,
Joseph b. Geršon ha-Levi,Yosef b. Gershon ha-Levi,
Joseph b. Geršon the Aškenazi,Yosef b. Gershon the Ashkenazi,
Joseph b. Ḥabīb,Yosef b. Ḥabīb,
Joseph b. Ḥalfon,Yosef b. Ḥalfon,
Joseph b. Ḥananya,Yosef b. Ḥananya,
Joseph b. Ḥasan,Yosef b. Ḥasan,
Joseph b. Ḥassan,Yosef b. Ḥassan,
Joseph b. Ḥassan al-Mahdawī,Yosef b. Ḥassan al-Mahdawī,
Joseph b. Ḥātim,Yosef b. Ḥātim,
Joseph b. Ḥumra b. Joseph b. Benjamin the teacher,Yosef b. Ḥumra b. Yosef b. Binyamin the teacher,
Joseph b. Ḥusayn,Yosef b. Ḥusayn,
Joseph b. Ḥusayn al-Musqī,Yosef b. Ḥusayn al-Musqī,
Joseph b. Ibrahim,Yosef b. Ibrahim,
Joseph b. Ibrāhīm,Yosef b. Ibrāhīm,
Joseph b. Ibrahim b. Ṣaṭṭāra (צטארה),Yosef b. Ibrahim b. Ṣaṭṭāra (צטארה),
Joseph b. Isaac,Yosef b. Yiṣḥaq,
Joseph b. Isaac Fasi,Yosef b. Yiṣḥaq Fasi,
Joseph b. Isaac ha-Rav,Yosef b. Yiṣḥaq ha-Rav,
Joseph b. Isaac Ibn Abitur,Yosef b. Yiṣḥaq Ibn Abitur,
Joseph b. Isḥāq b. Josiah,Yosef b. Isḥāq b. Yoshiyyahu,
Joseph b. Israel,Yosef b. Yisraʾel,
Joseph b. Israel al-Dustari,Yosef b. Yisraʾel al-Dustari,
Joseph b. Israel b. Jacob Tustarī,Yosef b. Yisraʾel b. Yaʿaqov Tustarī,
Joseph b. Israel Tustarī,Yosef b. Yisraʾel Tustarī,
Joseph b. Jacob,Yosef b. Yaʿaqov,
Joseph b. Jacob (brother of the judge),Yosef b. Yaʿaqov (brother of the judge),
Joseph b. Jacob al-Rūmī,Yosef b. Yaʿaqov al-Rūmī,
Joseph b. Jacob b. Joseph b. Isaiah,Yosef b. Yaʿaqov b. Yosef b. Yeshaʿyahu,
Joseph b. Jacob b. Joseph the judge b. Šemarya Bet Din b. Menāḥem Bet Din,Yosef b. Yaʿaqov b. Yosef the judge b. shemarya Bet Din b. Menāḥem Bet Din,
Joseph b. Jacob b. ʿAmran,Yosef b. Yaʿaqov b. ʿAmran,
Joseph b. Jacob b. ʿAwkal,Yosef b. Yaʿaqov b. ʿAwkal,
Joseph b. Jacob ha-Bavli,Yosef b. Yaʿaqov ha-Bavli,
Joseph b. Jacob ha-Bavli Roš ha-Seder,Yosef b. Yaʿaqov ha-Bavli Rosh ha-Seder,
Joseph b. Jacob Ibn ʿAwkal,Yosef b. Yaʿaqov Ibn ʿAwkal,
Joseph b. Jacob Roš ha-Seder,Yosef b. Yaʿaqov Rosh ha-Seder,
Joseph b. Josiah (known as Joseph ibn Ḏahabī),Yosef b. Yoshiyyahu (known as Yosef ibn Dhahabī),
Joseph b. Josiah Ibn al-Ḏahabī,Yosef b. Yoshiyyahu Ibn al-Dhahabī,
Joseph b. Judah,Yosef b. Yehuda,
Joseph b. Judah al-Levi,Yosef b. Yehuda al-Levi,
Joseph b. Judah b. Joseph Burayh b. Jacob,Yosef b. Yehuda b. Yosef Burayh b. Yaʿaqov,
Joseph b. Ḵalaf,Yosef b. khalaf,
Joseph b. Ḵalaf (son of the mason),Yosef b. khalaf (son of the mason),
"Joseph b. Kulayb al-Kohen, the brother-in-law of Ibn Ṭarsūn the cantor","Yosef b. Kulayb al-Kohen, the brother-in-law of Ibn Ṭarsūn the cantor",
Joseph b. Maḥfūẓ,Yosef b. Maḥfūẓ,
Joseph b. Makārim the dyer,Yosef b. Makārim the dyer,
Joseph b. Manasseh,Yosef b. Menashshe,
Joseph b. Manasseh al-Ramlī,Yosef b. Menashshe al-Ramlī,
Joseph b. Manṣūr,Yosef b. Manṣūr,
Joseph b. Manṣūr (Ibn al-Aḵaḥ),Yosef b. Manṣūr (Ibn al-Akhaḥ),
Joseph b. Mawhūb,Yosef b. Mawhūb,
Joseph b. Menaḥem,Yosef b. Menaḥem,
Joseph b. Mevasser,Yosef b. Mevasser,
Joseph b. Mevoraḵ,Yosef b. Mevorakh,
Joseph b. Meʾir Someḵ ha-Kohen,Yosef b. Meʾir Somekh ha-Kohen,
Joseph b. Moses,Yosef b. Moshe,
Joseph b. Moses Dammuhi,Yosef b. Moshe Dammuhi,
Joseph b. Moses ha-Kohen,Yosef b. Moshe ha-Kohen,
Joseph b. Moses Tahertī,Yosef b. Moshe Tahertī,
Joseph b. Muḵtār,Yosef b. Mukhtār,
Joseph b. Mūsā,Yosef b. Mūsā,
Joseph b. Mūsā b. Barhūn,Yosef b. Mūsā b. Barhūn,
Joseph b. Mūsā b. Barhūn Tahertī,Yosef b. Mūsā b. Barhūn Tahertī,
Joseph b. Mūsā Taherti,Yosef b. Mūsā Taherti,
Joseph b. Mūsā Tahertī,Yosef b. Mūsā Tahertī,
Joseph b. Nadiv,Yosef b. Nadiv,
Joseph b. Nafūsī,Yosef b. Nafūsī,
Joseph b. Naḥmān,Yosef b. Naḥmān,
Joseph b. Nathan,Yosef b. Natan,
Joseph b. Naʿmān,Yosef b. Naʿmān,
Joseph b. Nimorad,Yosef b. Nimorad,
Joseph b. Nissi (known as Karkabī),Yosef b. Nissi (known as Karkabī),
Joseph b. Nissim,Yosef b. Nissim,
Joseph b. Obadiah,Yosef b. Ovadya,
Joseph b. Peraḥya,Yosef b. Peraḥya,
Joseph b. Peraḥya Ibn Yijū,Yosef b. Peraḥya Ibn Yijū,
Joseph b. Raḥamīm,Yosef b. Raḥamīm,
Joseph b. Rajā,Yosef b. Rajā,
Joseph b. Šabbetay,Yosef b. shabbetay,
Joseph b. Šāhūn,Yosef b. shāhūn,
Joseph b. Salīm,Yosef b. Salīm,
Joseph b. Samuel,Yosef b. Shemuʾel,
Joseph b. Samuel (Nagid),Yosef b. Shemuʾel (Nagid),
Joseph b. Samuel b. Saʿadya,Yosef b. Shemuʾel b. Saʿadya,
Joseph b. Samuel ha-Nagid,Yosef b. Shemuʾel ha-Nagid,
Joseph b. Samuel the butcher,Yosef b. Shemuʾel the butcher,
Joseph b. Saul,Yosef b. Shaʾul,
Joseph b. Šāwil,Yosef b. shāwil,
Joseph b. Saʿd al-Kohen,Yosef b. Saʿd al-Kohen,
Joseph b. Ṣedaqa,Yosef b. Ṣedaqa,
Joseph b. Ṣedaqa b. Joseph,Yosef b. Ṣedaqa b. Yosef,
Joseph b. Ṣedaqa Maḥallī,Yosef b. Ṣedaqa Maḥallī,
Joseph b. Šemarya b. ʿAmram,Yosef b. shemarya b. ʿAmram,
Joseph b. Solomon,Yosef b. Shelomo,
Joseph b. Solomon Ibn Šošan,Yosef b. Shelomo Ibn shoshan,
Joseph b. Sulaymān,Yosef b. Sulaymān,
Joseph b. Šuʿayb Ibn al-Naḡira,Yosef b. shuʿayb Ibn al-Naghira,
Joseph b. Šuʿayb Ibn al-Naḡrila,Yosef b. shuʿayb Ibn al-Naghrila,
Joseph b. Tiqva,Yosef b. Tiqva,
Joseph b. Yahaboy,Yosef b. Yahaboy,
Joseph b. Yaḥyā,Yosef b. Yaḥyā,
